method,label,seed,src,total_wirelength_mm,bbox_area_mm2,max_temp_C
ATPlace2.5D,xerox8_m_wl02,1,AT/50set.csv,209856.452116,2642.309737,75.400000
ATPlace2.5D,xerox8_m_wl09,1,AT/50set.csv,158337.926926,2532.889371,75.480000
ATPlace2.5D,xerox8_m_wl10,1,AT/50set.csv,132812.723148,2328.404969,76.340000
ATPlace2.5D,xerox8_m_wl11,1,AT/50set.csv,129467.687716,2288.944915,76.540000
ATPlace2.5D,xerox8_m_wl12,1,AT/50set.csv,123288.392504,2354.587770,76.660000
ATPlace2.5D,xerox8_m_wl13,1,AT/50set.csv,121904.451660,2415.412402,76.740000
ATPlace2.5D,xerox8_m_wl14,1,AT/50set.csv,127330.417202,2345.696773,77.110000
ATPlace2.5D,xerox8_m_wl15,1,AT/50set.csv,121100.033608,2071.931306,77.680000
ATPlace2.5D,xerox8_m_wl16,1,AT/50set.csv,117839.154734,2186.222749,78.310000
ATPlace2.5D,xerox8_m_wl17,1,AT/50set.csv,112545.230520,2097.353053,78.980000
ATPlace2.5D,xerox8_m_wl18,1,AT/50set.csv,107016.339446,2075.279720,79.410000
ATPlace2.5D,xerox8_m_wl20,1,AT/50set.csv,109068.812608,1913.131581,79.540000
ATPlace2.5D,xerox8_m_wl22,1,AT/50set.csv,103861.680030,1839.551907,80.920000
ATPlace2.5D,xerox8_m_wl23,1,AT/50set.csv,106076.634176,1720.445282,81.460000
ATPlace2.5D,xerox8_m_wl24,1,AT/50set.csv,104119.932022,1720.333831,81.490000
ATPlace2.5D,xerox8_m_wl25,1,AT/50set.csv,100984.392496,1870.140683,80.720000
ATPlace2.5D,xerox8_m_wl27,1,AT/50set.csv,99904.847860,1820.557023,81.060000
ATPlace2.5D,xerox8_m_wl30,1,AT/50set.csv,99437.865440,1781.186757,81.330000
ATPlace2.5D,xerox8_m_wl38,1,AT/50set.csv,97761.330024,1820.811075,81.620000
ATPlace2.5D,xerox8_m_wl43,1,AT/50set.csv,105009.803888,1687.057558,82.810000
ATPlace2.5D,xerox8_m_wl44,1,AT/50set.csv,97640.013848,1696.996534,82.400000
ATPlace2.5D,xerox8_m_wl46,1,AT/50set.csv,104332.758460,1677.050514,82.890000
ATPlace2.5D,xerox8_m_wl48,1,AT/50set.csv,97230.202208,1925.273600,82.710000
RLPlanner,xerox8_m,5,RL/result.csv,135141.645368,2054.699857,79.040000
MILP,xerox8_m,1,ILP/result.csv,96061.585000,1741.753800,85.660000
TW-FM,xerox8_m_t0p01-w2,1056634028,result_seed121_7case.csv,155023.617066,1731.298066,81.310000
TW-FM,xerox8_m_t0p1-w50,946615675,result_seed121_7case.csv,179300.209288,1694.351535,78.960000
TW-FM,xerox8_m_t3-w2,946615675,result_seed121_7case.csv,201033.365882,1906.738818,77.810000
TW-FM,xerox8_m_t3-w2,1056634028,result_seed121_7case.csv,152902.556468,1718.642415,82.120000
