method,label,seed,src,total_wirelength_mm,bbox_area_mm2,max_temp_C
ATPlace2.5D,syn4_wl00,1,AT/50set.csv,158587.259640,1392.751723,87.660000
ATPlace2.5D,syn4_wl03,1,AT/50set.csv,152507.052900,1392.751723,90.310000
ATPlace2.5D,syn4_wl04,1,AT/50set.csv,153361.318092,1392.751723,88.030000
ATPlace2.5D,syn4_wl06,1,AT/50set.csv,140853.583348,1337.969105,90.560000
ATPlace2.5D,syn4_wl08,1,AT/50set.csv,136378.352736,1262.794360,91.160000
ATPlace2.5D,syn4_wl10,1,AT/50set.csv,129587.783856,1254.583209,91.540000
ATPlace2.5D,syn4_wl11,1,AT/50set.csv,130880.247180,1251.719123,91.980000
ATPlace2.5D,syn4_wl13,1,AT/50set.csv,125435.418336,1208.018508,92.470000
ATPlace2.5D,syn4_wl14,1,AT/50set.csv,103218.274932,1111.060373,94.580000
ATPlace2.5D,syn4_wl16,1,AT/50set.csv,117815.476480,1376.666425,92.610000
ATPlace2.5D,syn4_wl17,1,AT/50set.csv,116016.922116,1220.088760,93.550000
ATPlace2.5D,syn4_wl19,1,AT/50set.csv,121894.305856,1211.650939,93.590000
ATPlace2.5D,syn4_wl23,1,AT/50set.csv,113663.884442,1176.624991,94.410000
ATPlace2.5D,syn4_wl25,1,AT/50set.csv,112394.487096,1209.851297,94.370000
ATPlace2.5D,syn4_wl26,1,AT/50set.csv,96747.714372,991.425843,96.050000
ATPlace2.5D,syn4_wl27,1,AT/50set.csv,111437.627102,1301.196235,93.170000
ATPlace2.5D,syn4_wl28,1,AT/50set.csv,113029.399112,1282.948200,93.350000
ATPlace2.5D,syn4_wl29,1,AT/50set.csv,119084.280994,1310.307160,93.070000
ATPlace2.5D,syn4_wl30,1,AT/50set.csv,110012.755272,1321.601638,92.630000
ATPlace2.5D,syn4_wl35,1,AT/50set.csv,103241.111164,1249.084029,94.070000
ATPlace2.5D,syn4_wl37,1,AT/50set.csv,96986.876924,1215.123273,95.670000
ATPlace2.5D,syn4_wl40,1,AT/50set.csv,98986.628486,1044.874020,94.640000
ATPlace2.5D,syn4_wl41,1,AT/50set.csv,114080.066624,1122.785934,94.200000
ATPlace2.5D,syn4_wl46,1,AT/50set.csv,92946.957958,1134.293799,96.160000
ATPlace2.5D,syn4_wl47,1,AT/50set.csv,92737.312374,1024.025200,96.330000
ATPlace2.5D,syn4_wl49,1,AT/50set.csv,114982.292892,1245.361244,93.280000
RLPlanner,syn4,3,RL/result.csv,232496.014410,1359.383476,82.320000
RLPlanner,syn4,4,RL/result.csv,207675.516588,1384.261054,83.110000
RLPlanner,syn4,5,RL/result.csv,192173.196582,1368.703250,84.810000
MILP,syn4,1,ILP/result.csv,86610.985000,994.068000,96.870000
TW-FM,syn4_thermal0_wirelength0,121,result_seed121_7case.csv,196121.647152,1019.258346,88.330000
TW-FM,syn4_thermal0_wirelength0p2,121,result_seed121_7case.csv,173254.151776,880.612926,91.550000
TW-FM,syn4_thermal0p01_wirelength0,121,result_seed121_7case.csv,194443.419358,1019.613614,88.330000
TW-FM,syn4_thermal0p01_wirelength0p02,121,result_seed121_7case.csv,192874.845624,985.203029,89.030000
TW-FM,syn4_thermal0p03_wirelength0,121,result_seed121_7case.csv,194300.600056,1025.651232,88.350000
TW-FM,syn4_thermal0p03_wirelength0p02,121,result_seed121_7case.csv,193104.480560,998.348606,88.940000
TW-FM,syn4_thermal0p03_wirelength0p2,121,result_seed121_7case.csv,176682.400752,888.387949,91.320000
TW-FM,syn4_thermal0p1_wirelength0,121,result_seed121_7case.csv,193976.690840,995.867494,88.460000
TW-FM,syn4_thermal0p3_wirelength0,121,result_seed121_7case.csv,193530.904088,996.363894,88.560000
TW-FM,syn4_thermal0p3_wirelength0p02,121,result_seed121_7case.csv,190676.527064,985.426872,89.000000
TW-FM,syn4_thermal100_wirelength0p02,121,result_seed121_7case.csv,222024.926312,1113.208417,87.700000
TW-FM,syn4_thermal100_wirelength0p2,121,result_seed121_7case.csv,150279.785460,1082.172361,90.850000
TW-FM,syn4_thermal10_wirelength0,121,result_seed121_7case.csv,252708.488200,1202.225580,84.180000
TW-FM,syn4_thermal10_wirelength0p2,121,result_seed121_7case.csv,161850.173376,954.963247,89.490000
TW-FM,syn4_thermal1_wirelength0p02,121,result_seed121_7case.csv,190676.405412,964.796114,89.320000
TW-FM,syn4_thermal1_wirelength0p2,121,result_seed121_7case.csv,168799.864984,890.891114,91.080000
TW-FM,syn4_thermal30_wirelength0,121,result_seed121_7case.csv,227245.853876,1191.522005,85.920000
TW-FM,syn4_thermal30_wirelength0p02,121,result_seed121_7case.csv,232107.113400,1133.496315,87.690000
TW-FM,syn4_thermal30_wirelength0p2,121,result_seed121_7case.csv,156296.535588,1157.740376,89.880000
TW-FM,syn4_t0p01-w2,946615675,result_seed121_7case.csv,156136.857436,858.563381,94.730000
TW-FM,syn4_t0p01-w2,1486441653,result_seed121_7case.csv,178564.863192,827.386409,92.530000
TW-FM,syn4_t0p01-w50,1486441653,result_seed121_7case.csv,210774.905760,920.796282,88.920000
TW-FM,syn4_t0p1-w0,946615675,result_seed121_7case.csv,157285.858924,1091.780132,88.010000
TW-FM,syn4_t0p3-w0p2,946615675,result_seed121_7case.csv,158986.105804,887.378484,91.800000
TW-FM,syn4_t1-w50,946615675,result_seed121_7case.csv,219400.669246,979.451562,87.980000
TW-FM,syn4_t1-w50,1486441653,result_seed121_7case.csv,205959.474788,875.533199,91.740000
TW-FM,syn4_t10-w0,946615675,result_seed121_7case.csv,194803.494552,1270.477104,84.540000
TW-FM,syn4_t100-w0p02,946615675,result_seed121_7case.csv,181542.599196,1235.893764,85.610000
TW-FM,syn4_t100-w50,946615675,result_seed121_7case.csv,176622.700016,938.851121,89.990000
TW-FM,syn4_t3-w2,946615675,result_seed121_7case.csv,153638.071368,917.798119,90.440000
TW-FM,syn4_t3-w2,1486441653,result_seed121_7case.csv,181630.995544,893.708851,90.150000
TW-FM,syn4_t30-w0p02,946615675,result_seed121_7case.csv,202737.130608,1248.934139,85.460000
TW-FM,syn4_t30-w50,1056634028,result_seed121_7case.csv,159847.800352,900.502179,90.500000
