case,chiplets,canvas_side_mm,target_ratio,best_seed,rlplanner_cost,avg_wirelength,temperature,canvas_utilization,silicon_canvas_utilization,total_success_rate,termination_reason,thermal_tables_seconds,rl_solve_seconds,wall_seconds,checkpoint,layout_json
Case9,44,64.6614,0.5,2,125.7053057306274,38.05744509356844,111.21881398520033,0.499999992767523,0.4809740834874823,0.9491525423728814,time_limit,102.1087962469901,3484.293511304015,3588.626296399045,/root/placement/flow_tap/baseline/RL/runs/shard2/Case9/best/best_Case9.pt,/root/placement/flow_tap/baseline/RL/runs/shard2/Case9/best/best_Case9.json
Case10,61,48.5566,0.5,2,84.60859158438112,22.295393605034093,104.01298694974949,0.5000000004694325,0.4758363042755424,0.3942307692307692,time_limit,113.1729766529752,3518.9163994169794,3634.314924282022,/root/placement/flow_tap/baseline/RL/runs/shard2/Case10/best/best_Case10.pt,/root/placement/flow_tap/baseline/RL/runs/shard2/Case10/best/best_Case10.json
acend910,6,44.9233,0.5,3,7.227476100890524,7.227476100890524,75.83764330992564,0.4999999982122921,0.4911882221340965,0.99971505543467,time_limit,76.16802214394556,3494.3285188259906,3572.692359245033,/root/placement/flow_tap/baseline/RL/runs/shard2/acend910/best/best_acend910.pt,/root/placement/flow_tap/baseline/RL/runs/shard2/acend910/best/best_acend910.json
