seed	case	status	exit_code	wall_seconds	termination	completed_epochs	total_transitions	thermal_seconds	rl_seconds	total_seconds	best_reward	temperature	avg_wirelength	bbox_utilization	checkpoint	layout_json	run_dir
3	hp6_m	failed	1	127	thermal_tables_failed			114.42175928699726		114.42410489800386							/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par5_20260918_120058_seed3_hp6_m
