seed	case	status	exit_code	wall_seconds	termination	completed_epochs	total_transitions	thermal_seconds	rl_seconds	total_seconds	best_reward	temperature	avg_wirelength	bbox_utilization	checkpoint	layout_json	run_dir
1	hp6_m	failed	1	165	thermal_tables_failed			151.96593734100315		151.96770087800542							/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par5_20260918_120058_seed1_hp6_m
