method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
TW-FM,acend910_thermal0p1_wirelength0,121,26250.206654,1567.328220,74.960000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal0p1_wirelength0p02,121,24403.147906,1511.744712,74.970000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal0p1_wirelength2,121,19985.514624,1629.384307,75.100000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal0p3_wirelength0,121,26040.428154,1574.475345,74.980000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal0p3_wirelength0p02,121,24377.778048,1505.580502,74.980000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal100_wirelength0,121,20757.031022,1541.940718,75.430000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal100_wirelength0p02,121,18898.145160,1236.949924,75.430000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal100_wirelength2,121,22301.700406,1701.033734,75.090000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal10_wirelength0,121,29062.944048,1626.759144,74.610000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal10_wirelength0p02,121,24492.445962,1616.084195,75.130000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal10_wirelength2,121,18997.677480,1284.049533,75.540000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal10_wirelength50,121,32021.654688,1532.890116,74.840000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal1_wirelength0,121,26463.314834,1572.134731,74.950000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal1_wirelength0p02,121,24451.651712,1514.214932,74.970000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal1_wirelength2,121,18642.481256,1467.153327,75.120000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal1_wirelength50,121,55566.874168,1520.540488,73.530000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal30_wirelength0,121,25696.543582,1572.857925,74.990000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal30_wirelength0p02,121,21167.321632,1652.453844,75.070000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal30_wirelength0p2,121,18669.768016,1234.003029,75.460000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal30_wirelength2,121,19289.801200,1431.327468,75.230000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal3_wirelength0,121,27574.321794,1592.947369,74.780000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal3_wirelength0p02,121,22621.973308,1556.360649,75.040000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal3_wirelength2,121,16281.751820,1435.666930,75.400000,result_seed121_7case.csv seed 121
TW-FM,acend910_thermal3_wirelength50,121,60040.339336,1733.482711,73.230000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p01-w2,946615675,21253.913918,1430.476334,75.100000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p01-w2,1056634028,24022.594952,1690.500900,75.070000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p01-w2,1486441653,31990.543966,1589.907599,74.600000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p1-w2,946615675,43221.086150,1484.136712,74.180000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p1-w2,1056634028,19853.230164,1345.441753,75.300000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p1-w2,1486441653,20341.777624,1204.975476,75.640000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p3-w0p2,946615675,19082.152452,1209.136598,75.530000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p3-w0p2,1056634028,18763.761380,1428.035199,75.230000,result_seed121_7case.csv seed 121
TW-FM,acend910_t0p3-w0p2,1486441653,20980.894810,1429.791071,75.040000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w0p02,946615675,21156.642310,1430.351305,75.050000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w0p02,1056634028,24053.878306,1770.883557,74.730000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w0p02,1486441653,21298.649652,1433.397632,75.030000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w2,946615675,27838.156190,1238.106949,75.270000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w2,1056634028,28474.913190,1235.531733,75.270000,result_seed121_7case.csv seed 121
TW-FM,acend910_t10-w2,1486441653,41438.636258,1322.303906,74.320000,result_seed121_7case.csv seed 121
TW-FM,acend910_t100-w0p2,946615675,18308.096500,1430.396777,75.210000,result_seed121_7case.csv seed 121
