method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
TW-FM,cpu-dram_thermal10_wirelength0,121,157646.112136,1152.283178,100.350000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal10_wirelength0p02,121,137611.264656,1231.083087,99.800000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal10_wirelength0p2,121,117957.594396,1026.655581,106.790000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal10_wirelength2,121,84086.631656,834.398201,120.220000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal1_wirelength0,121,140918.340804,1140.953381,101.390000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal1_wirelength0p02,121,140483.008982,1046.474917,104.660000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal1_wirelength0p2,121,123321.218368,852.942127,111.050000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal1_wirelength2,121,84450.810924,745.507644,122.820000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal1_wirelength50,121,209415.203392,879.294408,120.750000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal30_wirelength0,121,160079.339646,1125.736444,101.040000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal30_wirelength0p02,121,134120.435370,1088.576966,101.200000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal30_wirelength0p2,121,119150.762064,1070.815538,106.070000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal30_wirelength2,121,82243.628008,966.138994,116.840000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal3_wirelength0,121,127921.390728,1140.815481,101.020000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal3_wirelength0p02,121,140837.305246,1154.949317,101.130000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal3_wirelength0p2,121,130474.163534,818.304838,112.570000,result_seed121_7case.csv
TW-FM,cpu-dram_thermal3_wirelength2,121,101346.195216,865.175436,116.380000,result_seed121_7case.csv
TW-FM,cpu-dram_t0p01-w2,1056634028,83413.350746,828.544955,118.350000,result_seed121_7case.csv
TW-FM,cpu-dram_t0p03-w50,1056634028,153971.069650,707.278520,121.580000,result_seed121_7case.csv
TW-FM,cpu-dram_t0p3-w50,946615675,183729.114600,916.116762,110.290000,result_seed121_7case.csv
TW-FM,cpu-dram_t1-w2,946615675,76657.440836,968.862921,120.120000,result_seed121_7case.csv
TW-FM,cpu-dram_t100-w0p2,1486441653,130092.152208,951.571260,109.530000,result_seed121_7case.csv
TW-FM,cpu-dram_t3-w2,946615675,93015.550008,763.486412,115.140000,result_seed121_7case.csv
TW-FM,cpu-dram_t3-w2,1486441653,93000.861396,877.351891,111.100000,result_seed121_7case.csv
TW-FM,cpu-dram_t30-w2,946615675,83702.177338,771.659282,118.660000,result_seed121_7case.csv
