method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
ATPlace2.5D,syn4_wl00,1,158587.259640,1392.751723,87.660000,AT/50set.csv
ATPlace2.5D,syn4_wl01,1,145771.497516,1392.751723,90.770000,AT/50set.csv
ATPlace2.5D,syn4_wl02,1,146302.568132,1392.754522,90.780000,AT/50set.csv
ATPlace2.5D,syn4_wl03,1,152507.052900,1392.751723,90.310000,AT/50set.csv
ATPlace2.5D,syn4_wl04,1,153361.318092,1392.751723,88.030000,AT/50set.csv
ATPlace2.5D,syn4_wl05,1,142377.887772,1392.751723,90.570000,AT/50set.csv
ATPlace2.5D,syn4_wl06,1,140853.583348,1337.969105,90.560000,AT/50set.csv
ATPlace2.5D,syn4_wl07,1,131772.278160,1299.304634,91.750000,AT/50set.csv
ATPlace2.5D,syn4_wl08,1,136378.352736,1262.794360,91.160000,AT/50set.csv
ATPlace2.5D,syn4_wl09,1,131463.819316,1277.041224,91.890000,AT/50set.csv
ATPlace2.5D,syn4_wl10,1,129587.783856,1254.583209,91.540000,AT/50set.csv
ATPlace2.5D,syn4_wl11,1,130880.247180,1251.719123,91.980000,AT/50set.csv
ATPlace2.5D,syn4_wl12,1,131669.438740,1262.315358,92.100000,AT/50set.csv
ATPlace2.5D,syn4_wl13,1,125435.418336,1208.018508,92.470000,AT/50set.csv
ATPlace2.5D,syn4_wl14,1,103218.274932,1111.060373,94.580000,AT/50set.csv
ATPlace2.5D,syn4_wl15,1,117126.384200,1387.727377,92.680000,AT/50set.csv
ATPlace2.5D,syn4_wl16,1,117815.476480,1376.666425,92.610000,AT/50set.csv
ATPlace2.5D,syn4_wl17,1,116016.922116,1220.088760,93.550000,AT/50set.csv
ATPlace2.5D,syn4_wl18,1,106814.523840,1266.035815,94.750000,AT/50set.csv
ATPlace2.5D,syn4_wl19,1,121894.305856,1211.650939,93.590000,AT/50set.csv
ATPlace2.5D,syn4_wl20,1,112164.708344,1208.781050,94.630000,AT/50set.csv
ATPlace2.5D,syn4_wl21,1,115311.671208,1209.681632,94.610000,AT/50set.csv
ATPlace2.5D,syn4_wl22,1,95813.268084,1292.330324,96.190000,AT/50set.csv
ATPlace2.5D,syn4_wl23,1,113663.884442,1176.624991,94.410000,AT/50set.csv
ATPlace2.5D,syn4_wl24,1,107548.610870,1162.618181,95.230000,AT/50set.csv
ATPlace2.5D,syn4_wl25,1,112394.487096,1209.851297,94.370000,AT/50set.csv
ATPlace2.5D,syn4_wl26,1,96747.714372,991.425843,96.050000,AT/50set.csv
ATPlace2.5D,syn4_wl27,1,111437.627102,1301.196235,93.170000,AT/50set.csv
ATPlace2.5D,syn4_wl28,1,113029.399112,1282.948200,93.350000,AT/50set.csv
ATPlace2.5D,syn4_wl29,1,119084.280994,1310.307160,93.070000,AT/50set.csv
ATPlace2.5D,syn4_wl30,1,110012.755272,1321.601638,92.630000,AT/50set.csv
ATPlace2.5D,syn4_wl31,1,117833.751554,1225.217820,96.480000,AT/50set.csv
ATPlace2.5D,syn4_wl32,1,93735.812098,1049.395252,96.780000,AT/50set.csv
ATPlace2.5D,syn4_wl33,1,105108.008356,1113.266050,96.450000,AT/50set.csv
ATPlace2.5D,syn4_wl34,1,102643.176312,1064.718348,96.750000,AT/50set.csv
ATPlace2.5D,syn4_wl35,1,103241.111164,1249.084029,94.070000,AT/50set.csv
ATPlace2.5D,syn4_wl36,1,113480.911536,1271.924803,95.070000,AT/50set.csv
ATPlace2.5D,syn4_wl37,1,96986.876924,1215.123273,95.670000,AT/50set.csv
ATPlace2.5D,syn4_wl38,1,122017.256768,1278.642538,94.550000,AT/50set.csv
ATPlace2.5D,syn4_wl39,1,99896.500774,1101.566217,95.470000,AT/50set.csv
