method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
ATPlace2.5D,syn4_wl40,1,98986.628486,1044.874020,94.640000,AT/50set.csv
ATPlace2.5D,syn4_wl41,1,114080.066624,1122.785934,94.200000,AT/50set.csv
ATPlace2.5D,syn4_wl42,1,123506.605166,1141.344179,95.910000,AT/50set.csv
ATPlace2.5D,syn4_wl43,1,106738.131852,1199.528425,96.180000,AT/50set.csv
ATPlace2.5D,syn4_wl44,1,107200.339282,1208.068918,97.080000,AT/50set.csv
ATPlace2.5D,syn4_wl45,1,112939.515498,1210.309413,94.730000,AT/50set.csv
ATPlace2.5D,syn4_wl46,1,92946.957958,1134.293799,96.160000,AT/50set.csv
ATPlace2.5D,syn4_wl47,1,92737.312374,1024.025200,96.330000,AT/50set.csv
ATPlace2.5D,syn4_wl48,1,108761.372014,1244.343065,94.950000,AT/50set.csv
ATPlace2.5D,syn4_wl49,1,114982.292892,1245.361244,93.280000,AT/50set.csv
RLPlanner,syn4,1,236056.085744,1374.121831,83.360000,RL/result.csv
RLPlanner,syn4,2,230002.334584,1396.321102,83.260000,RL/result.csv
RLPlanner,syn4,3,232496.014410,1359.383476,82.320000,RL/result.csv
RLPlanner,syn4,4,207675.516588,1384.261054,83.110000,RL/result.csv
RLPlanner,syn4,5,192173.196582,1368.703250,84.810000,RL/result.csv
MILP,syn4,1,86610.985000,994.068000,96.870000,ILP/result.csv
TW-FM,syn4_thermal0_wirelength0,121,196121.647152,1019.258346,88.330000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0_wirelength0p02,121,192122.851984,989.693272,89.050000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0_wirelength0p2,121,173254.151776,880.612926,91.550000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p01_wirelength0,121,194443.419358,1019.613614,88.330000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p01_wirelength0p02,121,192874.845624,985.203029,89.030000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p01_wirelength0p2,121,181073.526548,892.098505,91.340000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p01_wirelength50,121,233271.602648,1092.911974,94.570000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p03_wirelength0,121,194300.600056,1025.651232,88.350000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p03_wirelength0p02,121,193104.480560,998.348606,88.940000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p03_wirelength0p2,121,176682.400752,888.387949,91.320000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p1_wirelength0,121,193976.690840,995.867494,88.460000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p1_wirelength0p02,121,193645.500832,997.039772,88.920000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p1_wirelength0p2,121,178614.534328,907.886735,91.930000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p3_wirelength0,121,193530.904088,996.363894,88.560000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p3_wirelength0p02,121,190676.527064,985.426872,89.000000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal0p3_wirelength0p2,121,178561.059944,901.336929,91.950000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal100_wirelength0,121,233331.079484,1198.477557,86.070000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal100_wirelength0p02,121,222024.926312,1113.208417,87.700000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal100_wirelength0p2,121,150279.785460,1082.172361,90.850000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal10_wirelength0,121,252708.488200,1202.225580,84.180000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal10_wirelength0p02,121,227374.884460,1237.838278,85.720000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal10_wirelength0p2,121,161850.173376,954.963247,89.490000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal10_wirelength50,121,228404.443072,928.937014,90.460000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal1_wirelength0,121,194257.461176,1008.866679,88.580000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal1_wirelength0p02,121,190676.405412,964.796114,89.320000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal1_wirelength0p2,121,168799.864984,890.891114,91.080000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal1_wirelength50,121,249492.091080,972.988239,89.790000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal30_wirelength0,121,227245.853876,1191.522005,85.920000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal30_wirelength0p02,121,232107.113400,1133.496315,87.690000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal30_wirelength0p2,121,156296.535588,1157.740376,89.880000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal3_wirelength0,121,199793.775376,1033.125178,88.360000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal3_wirelength0p02,121,197340.946984,1044.267575,88.980000,result_seed121_7case.csv seed 121
TW-FM,syn4_thermal3_wirelength0p2,121,168803.875012,900.680649,90.890000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p01-w2,946615675,156136.857436,858.563381,94.730000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p01-w2,1056634028,187096.997512,934.887806,92.890000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p01-w2,1486441653,178564.863192,827.386409,92.530000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p01-w50,946615675,197610.078964,936.206642,91.100000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p01-w50,1486441653,210774.905760,920.796282,88.920000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p3-w0p2,946615675,158986.105804,887.378484,91.800000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p3-w0p2,1056634028,187712.565420,1061.851417,93.420000,result_seed121_7case.csv seed 121
TW-FM,syn4_t0p3-w0p2,1486441653,170307.695816,916.602741,93.620000,result_seed121_7case.csv seed 121
TW-FM,syn4_t1-w50,946615675,219400.669246,979.451562,87.980000,result_seed121_7case.csv seed 121
TW-FM,syn4_t1-w50,1056634028,202499.996330,1138.017521,89.520000,result_seed121_7case.csv seed 121
TW-FM,syn4_t1-w50,1486441653,205959.474788,875.533199,91.740000,result_seed121_7case.csv seed 121
TW-FM,syn4_t10-w0p2,946615675,161011.089348,1079.211896,92.710000,result_seed121_7case.csv seed 121
TW-FM,syn4_t10-w0p2,1056634028,179662.756920,1150.671621,92.310000,result_seed121_7case.csv seed 121
TW-FM,syn4_t10-w0p2,1486441653,166060.785806,932.438274,90.600000,result_seed121_7case.csv seed 121
TW-FM,syn4_t100-w50,946615675,176622.700016,938.851121,89.990000,result_seed121_7case.csv seed 121
TW-FM,syn4_t3-w2,946615675,153638.071368,917.798119,90.440000,result_seed121_7case.csv seed 121
TW-FM,syn4_t30-w50,946615675,184944.414348,1030.847396,90.160000,result_seed121_7case.csv seed 121
