method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
ATPlace2.5D,xerox6_m_wl00,1,83508.722136,1548.599895,75.830000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl01,1,84212.316472,1548.599895,75.650000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl02,1,83933.425336,1548.599895,75.390000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl03,1,85036.845824,1548.599895,75.520000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl04,1,81772.308936,1548.599895,75.380000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl05,1,79432.412488,1548.599895,75.890000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl06,1,80839.809784,1548.599895,75.720000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl07,1,78815.797690,1548.599895,75.840000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl08,1,72130.472664,1548.599895,75.830000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl09,1,76401.197804,1548.209639,74.980000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl10,1,63736.646788,1548.599895,74.770000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl11,1,53751.230906,1462.701323,75.330000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl12,1,48961.698138,1428.903094,75.370000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl13,1,56860.507670,1412.512833,75.730000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl14,1,57484.311246,1423.788916,76.480000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl15,1,55840.739886,1548.051992,75.210000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl16,1,50489.580750,1436.014135,77.030000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl17,1,47748.803668,1539.479617,74.960000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl18,1,46873.075068,1548.602846,76.650000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl19,1,50733.225622,1471.519225,75.600000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl20,1,44128.572172,1259.480906,78.620000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl21,1,50179.096636,1352.498916,78.310000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl22,1,45557.243316,1321.652785,77.220000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl23,1,43639.223936,1244.791301,78.910000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl24,1,42996.838956,1187.768123,78.400000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl25,1,44170.408468,1277.026757,79.060000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl26,1,42656.566576,1058.635926,79.830000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl27,1,45397.373448,1267.229404,78.840000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl28,1,40286.719036,1212.421085,79.110000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl29,1,43947.875616,1077.395537,79.480000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl30,1,45573.420474,1160.130161,78.860000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl31,1,43047.297756,1138.532125,79.110000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl32,1,43323.252866,1239.476285,79.050000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl33,1,39925.308546,1109.619834,79.930000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl34,1,46867.427130,1339.196123,79.430000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl35,1,42088.109966,1075.455142,78.740000,AT/50set.csv
ATPlace2.5D,xerox6_m_wl36,1,39730.858090,1070.041309,80.590000,AT/50set.csv
