case,method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
cpu-dram,TW-FM,cpu-dram_thermal0p03_wirelength0p2,121,130715.370608,809.604531,113.020000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p03_wirelength2,121,88655.289778,853.088615,119.880000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p03_wirelength50,121,220998.622648,841.836037,120.470000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p1_wirelength0,121,131410.137862,1125.599021,102.940000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p1_wirelength0p02,121,131020.751374,1092.884707,109.880000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p1_wirelength0p2,121,130811.440230,810.692062,113.000000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p1_wirelength2,121,92738.149010,730.658560,117.190000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p3_wirelength0,121,136050.542520,1065.583224,101.670000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p3_wirelength0p02,121,124201.680478,1015.767536,110.900000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p3_wirelength0p2,121,130352.095796,812.170920,112.930000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal0p3_wirelength2,121,79390.326060,908.669037,118.160000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal100_wirelength0,121,188186.716154,1149.237577,99.850000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal100_wirelength0p02,121,131335.639700,1019.129777,101.240000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal100_wirelength0p2,121,123269.699980,973.409205,105.080000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal100_wirelength2,121,101412.422972,873.292456,117.010000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal10_wirelength0,121,157646.112136,1152.283178,100.350000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal10_wirelength0p02,121,137611.264656,1231.083087,99.800000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal10_wirelength0p2,121,117957.594396,1026.655581,106.790000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal10_wirelength2,121,84086.631656,834.398201,120.220000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal1_wirelength0,121,140918.340804,1140.953381,101.390000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal1_wirelength0p02,121,140483.008982,1046.474917,104.660000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal1_wirelength0p2,121,123321.218368,852.942127,111.050000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal1_wirelength2,121,84450.810924,745.507644,122.820000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal1_wirelength50,121,209415.203392,879.294408,120.750000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal30_wirelength0,121,160079.339646,1125.736444,101.040000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal30_wirelength0p02,121,134120.435370,1088.576966,101.200000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal30_wirelength0p2,121,119150.762064,1070.815538,106.070000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal30_wirelength2,121,82243.628008,966.138994,116.840000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal3_wirelength0,121,127921.390728,1140.815481,101.020000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal3_wirelength0p02,121,140837.305246,1154.949317,101.130000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal3_wirelength0p2,121,130474.163534,818.304838,112.570000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_thermal3_wirelength2,121,101346.195216,865.175436,116.380000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t0p01-w2,1056634028,83413.350746,828.544955,118.350000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t0p03-w50,1056634028,153971.069650,707.278520,121.580000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t0p3-w50,946615675,183729.114600,916.116762,110.290000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t1-w2,946615675,76657.440836,968.862921,120.120000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t100-w0p2,1486441653,130092.152208,951.571260,109.530000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t3-w2,946615675,93015.550008,763.486412,115.140000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t3-w2,1486441653,93000.861396,877.351891,111.100000,result_seed121_7case.csv
cpu-dram,TW-FM,cpu-dram_t30-w2,946615675,83702.177338,771.659282,118.660000,result_seed121_7case.csv
hp11_m,ATPlace2.5D,hp11_m_wl00,1,120197.315164,1697.937166,100.290000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl01,1,114282.502526,1676.970385,100.160000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl02,1,141316.925640,1536.338541,98.020000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl03,1,271501.124556,1880.134131,87.540000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl04,1,234555.463988,1880.137903,88.990000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl05,1,151079.732240,1635.166439,94.050000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl06,1,140461.514702,1536.239445,98.500000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl07,1,213840.453758,1880.130359,92.170000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl08,1,137472.211090,1521.211874,98.710000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl09,1,143500.020814,1508.429913,96.590000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl10,1,153205.869618,1880.126586,99.660000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl11,1,150250.534242,1880.130359,92.940000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl12,1,132659.921910,1840.663189,97.190000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl13,1,153847.284530,1880.130315,99.160000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl14,1,150765.226296,1880.122814,97.710000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl15,1,119267.675392,1740.702599,99.590000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl16,1,110992.945752,1641.688965,100.130000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl17,1,114062.471292,1710.693225,100.190000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl18,1,119489.958422,1670.197017,98.630000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl19,1,108657.052370,1676.658364,100.460000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl20,1,111380.497974,1684.874505,99.480000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl21,1,120445.142986,1656.800005,100.770000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl22,1,133647.347552,1808.944781,102.670000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl23,1,122216.587990,1695.401407,97.810000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl24,1,115972.683682,1736.587084,99.820000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl25,1,143305.022016,1851.648552,96.640000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl26,1,120587.010858,1515.539578,99.540000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl27,1,122492.659152,1517.559459,99.880000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl28,1,127021.732516,1531.278586,98.720000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl29,1,142623.632096,1828.722073,97.410000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl30,1,108900.242552,1708.301620,100.410000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl31,1,107389.311068,1672.149579,99.440000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl32,1,110335.901020,1664.640949,99.100000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl33,1,116480.400120,1651.056660,99.740000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl34,1,128438.264184,1528.137621,98.610000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl35,1,136029.177284,1880.126586,99.410000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl36,1,107285.759254,1725.504835,98.950000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl37,1,112686.791324,1742.031590,99.490000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl38,1,122606.834662,1813.951574,102.410000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl39,1,125931.164206,1656.321921,98.770000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl40,1,123166.044194,1512.430200,99.250000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl41,1,121272.380068,1695.094535,98.740000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl42,1,103020.237212,1652.128098,100.730000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl43,1,130471.982938,1558.805856,100.830000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl44,1,103489.266468,1778.312183,98.920000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl45,1,114476.512346,1656.800005,100.580000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl46,1,129429.094818,1804.658750,102.560000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl47,1,119333.431990,1672.048289,99.030000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl48,1,113499.998506,1840.655251,99.840000,AT/50set.csv
hp11_m,ATPlace2.5D,hp11_m_wl49,1,141533.714442,1713.617052,97.660000,AT/50set.csv
hp11_m,RLPlanner,hp11_m,1,198632.861232,1843.441617,86.720000,RL/result.csv
hp11_m,RLPlanner,hp11_m,2,199698.101548,1852.984409,88.340000,RL/result.csv
hp11_m,RLPlanner,hp11_m,3,197961.740124,1876.521900,87.300000,RL/result.csv
hp11_m,RLPlanner,hp11_m,4,202949.067358,1877.739616,87.890000,RL/result.csv
hp11_m,RLPlanner,hp11_m,5,223745.516706,1888.804804,86.430000,RL/result.csv
hp11_m,MILP,hp11_m,1,78518.753248,1477.218384,102.340000,ILP/result.csv
hp11_m,TW-FM,hp11_m_thermal0_wirelength0,121,216793.541896,1822.484251,91.840000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0_wirelength0p02,121,209965.085060,1726.334324,93.400000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0_wirelength0p2,121,198208.321646,1551.113261,97.920000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0_wirelength2,121,156175.584888,1495.092231,101.350000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p01_wirelength0p02,121,222399.215456,1704.067124,94.480000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p01_wirelength0p2,121,252135.861312,1800.398072,97.280000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p01_wirelength50,121,233390.552810,1489.865846,92.080000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p03_wirelength0,121,286956.391294,1712.783865,91.460000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p03_wirelength0p02,121,191074.184126,1552.893332,95.150000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p03_wirelength0p2,121,252714.306716,1726.427464,97.260000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p03_wirelength2,121,171942.704226,1676.106709,95.510000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p1_wirelength0,121,209073.884786,1703.814556,93.450000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p1_wirelength0p2,121,253491.310848,1723.023467,97.240000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p1_wirelength2,121,203765.284142,1436.848490,97.830000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p3_wirelength0p02,121,233927.002830,1732.606154,92.530000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p3_wirelength0p2,121,242559.355628,1645.557843,97.070000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal0p3_wirelength2,121,204698.629540,1625.283520,98.300000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal100_wirelength0,121,308333.518560,1747.371103,94.960000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal100_wirelength0p02,121,293831.039804,1753.354702,94.750000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal100_wirelength0p2,121,206248.045610,1486.818963,94.650000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal10_wirelength0,121,270321.648472,1695.191429,95.710000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal10_wirelength0p02,121,214923.329204,1548.727125,95.960000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal10_wirelength0p2,121,234679.029648,1673.128572,94.960000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal1_wirelength0p02,121,269989.935466,1772.254620,91.660000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal1_wirelength0p2,121,235801.154870,1574.545476,97.030000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal1_wirelength2,121,142071.993666,1343.160565,102.480000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal30_wirelength0,121,228572.800082,1671.057367,96.380000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal30_wirelength0p02,121,277409.541856,1759.791581,94.760000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal30_wirelength0p2,121,228719.600824,1667.075222,96.470000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal30_wirelength2,121,162241.305468,1650.549406,99.670000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal30_wirelength50,121,269501.718276,1851.105492,98.850000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal3_wirelength0p02,121,252404.862674,1789.940877,91.670000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal3_wirelength0p2,121,215485.593444,1485.160010,96.370000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal3_wirelength2,121,189246.450996,1607.364537,97.180000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_thermal3_wirelength50,121,236722.178798,1745.248353,98.300000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p01-w50,1056634028,203845.434858,1839.770303,93.450000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p03-w0p02,946615675,182079.372192,1527.567606,95.850000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p03-w2,946615675,191441.597780,1492.246309,96.990000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p03-w2,1056634028,129471.371294,1380.918710,104.960000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p03-w2,1486441653,127065.383128,1454.864521,104.170000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p3-w0p2,946615675,169705.012386,1427.600446,98.790000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t0p3-w0p2,1056634028,174449.109774,1422.456664,98.050000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t1-w2,1056634028,109402.008084,1478.104254,102.330000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t10-w50,1056634028,229306.614392,1418.511575,94.610000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t100-w0p2,1056634028,176171.619624,1448.225270,97.820000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t3-w2,946615675,166009.750628,1509.690266,97.800000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t3-w2,1056634028,130490.737752,1285.055372,100.740000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t30-w2,1056634028,158531.826088,1494.090992,100.340000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t30-w2,1486441653,176544.439286,1483.366954,97.420000,result_seed121_7case.csv
hp11_m,TW-FM,hp11_m_t30-w50,1486441653,219165.148406,1311.181863,97.420000,result_seed121_7case.csv
hp6_m,ATPlace2.5D,hp6_m_wl00,1,25152.933166,1004.892717,84.930000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl01,1,49314.458656,1100.969271,82.570000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl02,1,44932.191952,1100.285845,81.960000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl03,1,32418.799316,1100.969271,82.730000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl04,1,53423.740352,1100.969271,81.440000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl05,1,78699.185280,1100.968840,81.540000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl06,1,30588.585524,1100.969271,83.110000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl07,1,22267.804396,1017.262613,85.040000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl08,1,32724.631424,1100.969271,82.190000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl09,1,27026.795384,1100.969271,83.910000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl10,1,23992.302344,1023.840144,84.730000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl11,1,25449.073072,1100.969271,84.410000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl12,1,24274.912282,1100.969271,84.290000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl13,1,24526.026360,1100.969271,84.660000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl14,1,23781.147582,1100.969271,85.040000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl15,1,14603.151268,935.970890,88.150000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl16,1,23648.491744,1090.508907,85.210000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl17,1,21725.255348,1100.969271,85.520000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl18,1,21574.105456,1100.969271,86.480000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl19,1,24311.379832,1100.969271,84.800000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl20,1,19200.114484,1100.969271,87.770000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl21,1,20432.394206,1100.969271,87.250000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl22,1,19942.896242,1100.969271,87.700000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl23,1,19388.860330,1100.969271,87.390000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl24,1,19217.680100,1059.516559,87.440000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl25,1,19601.838180,1100.654252,88.100000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl26,1,18908.437034,1100.973684,86.850000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl27,1,17307.925164,1011.467149,87.790000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl28,1,18434.112384,1028.506859,88.490000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl29,1,15254.440160,935.662463,88.630000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl30,1,18110.163208,1099.286199,87.040000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl31,1,22088.453340,1100.969271,85.850000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl32,1,16441.425590,1045.544413,88.340000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl33,1,18696.099094,1099.286199,86.960000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl34,1,18791.553902,1099.286199,86.980000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl35,1,14577.378006,939.517238,89.270000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl36,1,19916.137362,1099.281792,86.390000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl37,1,16151.070562,1035.076535,88.140000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl38,1,12800.654110,872.135191,89.930000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl39,1,19150.366758,781.640231,87.040000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl40,1,15339.363490,871.628032,88.790000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl41,1,13754.801042,941.534523,89.320000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl42,1,12675.947408,751.622105,89.070000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl43,1,16195.857532,943.078878,87.860000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl44,1,17678.922364,896.453472,87.230000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl45,1,18707.358620,917.974468,86.240000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl46,1,12577.086726,728.306871,89.710000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl47,1,16175.029400,955.014391,87.290000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl48,1,19043.858164,786.666914,87.140000,AT/50set.csv
hp6_m,ATPlace2.5D,hp6_m_wl49,1,13076.629540,1100.973717,88.300000,AT/50set.csv
hp6_m,RLPlanner,hp6_m,2,30131.825000,867.226000,81.930000,RL/result.csv
hp6_m,MILP,hp6_m,1,2641.985000,700.699500,91.770000,ILP/result.csv
hp6_m,TW-FM,hp6_m_t0-w0,946615675,24798.441686,1030.776108,85.440000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0-w0,1056634028,29562.113020,1053.754013,82.940000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0-w0p02,946615675,23556.199582,794.688946,87.750000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0-w0p2,946615675,23272.907222,573.432593,89.570000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0-w2,946615675,13793.070448,798.965498,92.710000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p01-w0,946615675,25009.844916,1031.626092,85.180000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p01-w0p02,946615675,23651.305730,795.999767,88.010000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p01-w0p2,946615675,23543.852876,579.125254,89.310000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p01-w2,946615675,24663.524288,852.209053,87.760000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p01-w50,1056634028,26369.906414,867.623324,85.270000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w0,946615675,25317.248094,1033.077153,85.000000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w0p02,946615675,23642.603306,798.605077,88.000000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w0p02,1486441653,28727.938476,917.587198,84.790000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w0p2,946615675,23354.120542,576.571760,89.530000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w2,946615675,16140.128552,787.023724,87.440000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w2,1056634028,19457.131098,883.055667,86.460000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w2,1486441653,11255.944804,798.700757,88.830000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p03-w50,946615675,47002.796378,999.143848,85.450000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p1-w0,946615675,25107.813110,1038.245698,84.620000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p1-w0p02,946615675,23579.568450,799.761447,87.950000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p1-w0p2,946615675,19839.721824,557.909134,93.840000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p1-w2,946615675,19982.534196,720.063587,87.560000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p3-w0,946615675,23285.833644,981.851878,85.230000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p3-w0p02,946615675,23921.838864,806.331722,87.710000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p3-w0p2,946615675,23392.308788,576.592433,89.520000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p3-w2,946615675,17053.331234,754.309870,90.550000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t0p3-w50,946615675,37608.723970,642.644277,85.740000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w0,946615675,24387.511044,1033.127577,84.600000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w0p02,946615675,20873.132536,782.941545,88.120000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w0p02,1056634028,20721.157244,952.839341,86.100000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w0p2,946615675,23678.743012,583.833889,89.280000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w0p2,1056634028,30196.118092,770.331661,86.080000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w2,946615675,7559.468768,797.379897,90.750000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t1-w50,946615675,26502.345798,576.611103,87.380000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t10-w0p2,946615675,23354.978788,627.488395,93.290000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t10-w2,946615675,12704.017156,877.518451,87.740000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t10-w50,946615675,32089.799854,565.233516,83.720000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t10-w50,1056634028,20880.791878,485.736853,91.420000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t100-w0p02,946615675,33810.697810,1075.162440,84.850000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t100-w0p2,946615675,19052.861172,650.071427,91.920000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t100-w2,946615675,14037.323776,700.126826,87.150000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t100-w2,1056634028,17622.555974,611.136090,88.170000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t3-w0p02,946615675,29601.513432,1103.214787,84.090000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t3-w0p2,946615675,22840.520470,627.533618,93.240000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t3-w2,946615675,10449.771696,520.762221,91.970000,result_seed3_4case.csv
