case,seed,n_chiplets,n_connections,total_wirelength_mm,avg_wirelength_mm,avg_temp_C,max_temp_C,bbox_area_mm2,bbox_width_mm,bbox_height_mm,wirelength_time_s,thermal_time_s,error,case_src,srcs,pareto_layer
xerox8_m,82,8,16,136010.436878,13.622840,64.536982,77.480000,2304.909251,47.470685,48.554371,0.325000,8.989000,,xerox8_m,ours_50set.csv;result.csv,1
xerox8_m,102,8,16,161865.577344,16.212498,65.937383,78.100000,1877.711287,43.981634,42.693077,0.315000,9.287000,,xerox8_m,ours_50set.csv;result.csv,1
xerox8_m,61,8,16,176083.722898,17.636591,63.644109,77.560000,2188.718804,49.147050,44.534083,0.453000,10.460000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,68,8,16,171465.382028,17.174017,64.063892,80.190000,1873.150155,50.064745,37.414555,0.453000,10.557000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,69,8,16,144534.899974,14.476653,65.545591,81.870000,1933.613965,45.478366,42.517226,0.525000,10.874000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,70,8,16,106419.491846,10.659004,65.694275,84.410000,1764.326145,37.966129,46.471057,0.498000,10.612000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,71,8,16,152991.538740,15.323672,65.264639,81.250000,2177.399122,45.971423,47.364188,0.496000,10.607000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,72,8,16,142929.078426,14.315813,64.312317,77.810000,2301.868404,48.207495,47.749181,0.454000,10.303000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,73,8,16,134547.946950,13.476357,65.379561,81.770000,2087.116844,44.374483,47.034167,0.431000,10.287000,,xerox8_m,ours_50set.csv;result_old.csv,1
xerox8_m,121,8,16,182907.123302,18.320024,62.845815,75.740000,2569.793367,50.076774,51.317071,0.354000,6.717000,,xerox8_m_thermal100_wirelength0p02,ours_50set.csv;result.csv,1
xerox8_m,121,8,16,152455.383146,15.269970,67.593169,85.420000,1706.112031,42.209789,40.419819,0.354000,9.500000,,xerox8_m_thermal1_wirelength0p2,ours_50set.csv;result.csv,1
xerox8_m,84,8,16,166586.391252,16.685336,63.617314,78.840000,2180.517857,51.060850,42.704300,1.402000,7.617000,,xerox8_m,ours_50set.csv;result.csv,2
xerox8_m,63,8,16,172214.249830,17.249023,64.740989,78.660000,2093.387990,44.128019,47.438975,0.464000,10.921000,,xerox8_m,ours_50set.csv;result_old.csv,2
xerox8_m,66,8,16,213176.345716,21.351797,64.969568,79.630000,2086.699300,45.843213,45.518173,0.427000,10.797000,,xerox8_m,ours_50set.csv;result_old.csv,2
xerox8_m,121,8,16,162966.165878,16.322733,64.708188,80.380000,2208.874037,45.750501,48.280871,0.395000,7.145000,,xerox8_m_thermal3_wirelength0p02,ours_50set.csv;result.csv,2
xerox8_m,92,8,16,194045.356032,19.435633,64.277461,80.890000,2013.531536,48.559326,41.465393,0.322000,7.491000,,xerox8_m,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,172716.958044,17.299375,64.803074,81.170000,1958.200512,46.298398,42.295211,0.399000,7.326000,,xerox8_m_thermal100_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,189008.485370,18.931138,64.489114,80.400000,2086.099551,42.463657,49.126705,0.392000,6.939000,,xerox8_m_thermal1_wirelength0p02,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,188027.868250,18.832919,64.639854,80.780000,2088.113607,42.798793,48.789077,0.356000,7.906000,,xerox8_m_thermal0p03_wirelength0p02,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,188112.679394,18.841414,64.641228,80.790000,2085.632822,42.765075,48.769535,0.348000,8.163000,,xerox8_m_thermal0_wirelength0p02,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,191648.378204,19.195551,65.326855,81.820000,1875.225719,45.786622,40.955756,0.400000,9.117000,,xerox8_m_thermal30_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,62,8,16,158162.146454,15.841561,65.176265,83.820000,1945.637699,40.757929,47.736422,0.492000,11.041000,,xerox8_m,ours_50set.csv;result_old.csv,2
xerox8_m,121,8,16,146835.400284,14.707071,66.504980,84.930000,1910.668322,43.450953,43.972990,0.376000,9.630000,,xerox8_m_thermal0p3_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,154502.928290,15.475053,66.372029,84.800000,1913.071666,43.490292,43.988476,0.366000,9.233000,,xerox8_m_thermal0p1_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,155282.088722,15.553094,66.361289,84.790000,1911.826015,43.452596,43.997970,0.316000,8.356000,,xerox8_m_thermal0p01_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,167980.209386,16.824941,66.598582,84.910000,1788.991207,44.080820,40.584345,0.354000,8.542000,,xerox8_m_thermal0_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,171545.475918,17.182039,66.195981,84.870000,1836.665716,45.131792,40.695608,0.418000,9.162000,,xerox8_m_thermal0p03_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,121,8,16,201725.975488,20.204925,66.528093,85.080000,1773.518878,44.478929,39.873237,0.340000,9.291000,,xerox8_m_thermal10_wirelength0p2,ours_50set.csv;result.csv,2
xerox8_m,65,8,16,145919.126680,14.615297,64.391267,78.460000,2382.625942,49.598814,48.037962,0.420000,10.848000,,xerox8_m,ours_50set.csv;result_old.csv,2
xerox8_m,121,8,16,140703.983624,14.092947,64.461343,83.620000,2434.002495,49.467634,49.203940,0.320000,8.112000,,xerox8_m_thermal0p01_wirelength50,ours_50set.csv;result.csv,2
xerox8_m,120,8,16,221550.805276,22.190585,63.657507,78.910000,2157.944077,49.880482,43.262294,0.310000,9.057000,,xerox8_m,ours_50set.csv;result.csv,3
xerox8_m,67,8,16,197680.307896,19.799710,63.885930,79.580000,2260.028949,45.598152,49.564047,0.533000,10.332000,,xerox8_m,ours_50set.csv;result_old.csv,3
xerox8_m,121,8,16,188775.294478,18.907782,64.317600,80.550000,2185.651887,44.106317,49.554169,0.320000,8.186000,,xerox8_m_thermal0p01_wirelength0,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,169493.328616,16.976495,63.941897,80.490000,2279.845905,45.389874,50.228073,0.389000,8.934000,,xerox8_m_thermal3_wirelength0,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,189062.232986,18.936522,64.517280,80.720000,2104.482881,42.812409,49.155909,0.372000,8.819000,,xerox8_m_thermal0p3_wirelength0p02,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,191929.754204,19.223733,64.322080,80.510000,2181.707598,44.110487,49.460066,0.338000,6.883000,,xerox8_m_thermal1_wirelength0,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,188395.271944,18.869719,64.608499,80.780000,2093.064437,42.791009,48.913650,0.403000,8.897000,,xerox8_m_thermal0p1_wirelength0p02,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,188308.480498,18.861026,64.619780,80.790000,2090.042951,42.802976,48.829384,0.346000,8.214000,,xerox8_m_thermal0p01_wirelength0p02,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,200576.362794,20.089780,65.643333,84.430000,1977.840783,46.633703,42.412261,0.392000,7.076000,,xerox8_m_thermal3_wirelength0p2,ours_50set.csv;result.csv,3
xerox8_m,64,8,16,146875.903676,14.711128,64.123767,79.770000,2441.895503,49.544721,49.286694,0.458000,10.472000,,xerox8_m,ours_50set.csv;result_old.csv,3
xerox8_m,121,8,16,176177.413834,17.645975,63.825210,79.150000,2403.259657,47.412346,50.688478,0.393000,8.836000,,xerox8_m_thermal10_wirelength0p02,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,180739.605150,18.102925,63.498044,78.920000,2586.448704,50.653621,51.061477,0.359000,8.655000,,xerox8_m_thermal30_wirelength0p02,ours_50set.csv;result.csv,3
xerox8_m,121,8,16,190240.132030,19.054500,64.285618,80.630000,2222.373264,44.827956,49.575610,0.326000,8.093000,,xerox8_m_thermal0p03_wirelength0,ours_50set.csv;result.csv,4
xerox8_m,121,8,16,190601.784988,19.090724,64.314346,80.620000,2213.580266,44.762772,49.451367,0.403000,8.990000,,xerox8_m_thermal0p1_wirelength0,ours_50set.csv;result.csv,4
xerox8_m,121,8,16,190909.863560,19.121581,64.143716,80.580000,2231.003299,44.625039,49.994428,-1.509000,8.864000,,xerox8_m_thermal0p3_wirelength0,ours_50set.csv;result.csv,4
xerox8_m,121,8,16,179944.752686,18.023313,63.669590,79.360000,2450.381475,48.101791,50.941585,0.400000,8.533000,,xerox8_m_thermal10_wirelength0,ours_50set.csv;result.csv,4
xerox8_m,121,8,16,179400.511338,17.968801,63.608379,79.170000,2540.060295,49.970634,50.831060,0.386000,8.882000,,xerox8_m_thermal100_wirelength0,ours_50set.csv;result.csv,4
xerox8_m,121,8,16,190336.193438,19.064122,64.289883,80.660000,2223.571218,44.845580,49.582840,0.328000,8.117000,,xerox8_m_thermal0_wirelength0,ours_50set.csv;result.csv,5
xerox8_m,121,8,16,181581.097432,18.187209,63.585291,79.340000,2579.181293,50.640190,50.931509,0.402000,8.550000,,xerox8_m_thermal30_wirelength0,ours_50set.csv;result.csv,5
xerox8_m,121,8,16,212539.283940,21.287989,64.104165,85.650000,2357.807507,44.569989,52.901236,0.393000,8.637000,,xerox8_m_thermal100_wirelength50,ours_50set.csv;result.csv,6
