case,seed,n_chiplets,n_connections,total_wirelength_mm,avg_wirelength_mm,avg_temp_C,max_temp_C,bbox_area_mm2,bbox_width_mm,bbox_height_mm,wirelength_time_s,thermal_time_s,error
cpu-dram,63,8,8,147159.665456,14.371061,87.082126,113.120000,1058.066249,34.738993,30.457597,0.233000,11.222000,
cpu-dram,64,8,8,205346.131692,20.053333,88.346191,110.010000,1003.477683,29.534503,33.976454,0.218000,11.798000,
cpu-dram,65,8,8,145296.630994,14.189124,89.005015,113.680000,963.639631,33.948924,28.384983,0.235000,12.127000,
cpu-dram,66,8,8,162397.883830,15.859168,91.796106,117.490000,1039.027801,32.413058,32.055840,0.218000,12.105000,
cpu-dram,67,8,8,156354.190842,15.268964,88.502593,115.720000,1040.061797,34.379651,30.252250,0.213000,11.544000,
cpu-dram,68,8,8,157291.030330,15.360452,88.430437,113.560000,968.503382,33.993022,28.491241,0.241000,11.829000,
cpu-dram,69,8,8,179094.978536,17.489744,88.214565,110.790000,1051.564171,30.128572,34.902556,0.280000,11.455000,
cpu-dram,70,8,8,129085.672022,12.606023,87.641504,109.700000,1030.767697,34.361978,29.997333,0.188000,12.190000,
cpu-dram,71,8,8,158361.589968,15.464999,87.885027,112.950000,1039.903238,34.844171,29.844396,0.231000,11.781000,
cpu-dram,72,8,8,185887.187356,18.153046,92.337844,117.990000,954.626624,29.926684,31.898844,0.234000,13.170000,
cpu-dram,73,8,8,122959.052392,12.007720,91.949355,114.400000,885.444805,30.964525,28.595459,0.226000,12.723000,
hp11_m,61,11,22,197927.025940,17.181165,73.347725,93.690000,1617.469983,38.676031,41.820992,1.251000,11.156000,
hp11_m,62,11,22,207045.171538,17.972671,74.240618,97.090000,1768.362376,42.074407,42.029407,1.301000,11.363000,
hp11_m,63,11,22,174436.922592,15.142094,73.559119,97.720000,1633.016650,41.953005,38.924903,1.220000,11.085000,
hp11_m,64,11,22,237221.452514,20.592140,72.626345,91.000000,1764.768199,41.381471,42.646338,1.163000,10.813000,
hp11_m,65,11,22,183482.110814,15.927267,73.882732,94.880000,1660.488902,40.316995,41.185830,1.206000,11.204000,
hp11_m,66,11,22,190165.038682,16.507382,73.594565,97.760000,1631.173305,37.532609,43.460163,1.258000,11.044000,
hp11_m,67,11,22,229339.616508,19.907953,74.383132,95.590000,1539.165217,38.534874,39.942137,1.363000,11.278000,
hp11_m,68,11,22,259696.910176,22.543135,72.064490,88.650000,1775.010480,43.328085,40.966742,1.426000,10.712000,
hp11_m,69,11,22,203413.336070,17.657408,73.925430,95.820000,1652.143437,39.010231,42.351542,1.280000,11.147000,
hp11_m,70,11,22,208170.973454,18.070397,75.013921,95.570000,1575.184789,39.487359,39.890862,1.247000,11.156000,
hp11_m,71,11,22,251725.571550,21.851178,72.573662,98.610000,1783.093265,42.701157,41.757493,1.226000,10.664000,
hp11_m,72,11,22,166739.100626,14.473880,74.888713,101.440000,1581.913285,41.207204,38.389241,1.182000,11.553000,
