seed	case	status	exit_code	wall_seconds	termination	completed_epochs	total_transitions	thermal_seconds	rl_seconds	total_seconds	best_reward	temperature	avg_wirelength	bbox_utilization	checkpoint	layout_json	run_dir
1	hp6_m	ok	0	3707	time_limit	67	32520	209.4958785150011	3363.208947156003	3572.7064637500007	11.648307605873455	83.78081346295113	12.374537109375	0.4240447740916346	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_hp6_m_seed1_hp6_m/checkpoints/ppo_best.pt	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_hp6_m_seed1_hp6_m/results/top_layouts/layout_best_ep65_r11.65.json	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_hp6_m_seed1_hp6_m
