case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
Case9,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal3_wirelength2_seed121.json,Case9_thermal3_wirelength2_seed121
Case9,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal10_wirelength0_seed121.json,Case9_thermal10_wirelength0_seed121
Case9,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal10_wirelength0p02_seed121.json,Case9_thermal10_wirelength0p02_seed121
Case9,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal10_wirelength0p2_seed121.json,Case9_thermal10_wirelength0p2_seed121
Case9,39,121,10,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal10_wirelength2_seed121.json,Case9_thermal10_wirelength2_seed121
Case9,40,121,10,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t10-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal10_wirelength50_seed121.json,Case9_thermal10_wirelength50_seed121
Case9,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal30_wirelength0_seed121.json,Case9_thermal30_wirelength0_seed121
Case9,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal30_wirelength0p02_seed121.json,Case9_thermal30_wirelength0p02_seed121
Case9,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal30_wirelength0p2_seed121.json,Case9_thermal30_wirelength0p2_seed121
Case9,44,121,30,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t30-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal30_wirelength2_seed121.json,Case9_thermal30_wirelength2_seed121
Case9,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal100_wirelength0_seed121.json,Case9_thermal100_wirelength0_seed121
Case9,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal100_wirelength0p02_seed121.json,Case9_thermal100_wirelength0p02_seed121
Case9,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal100_wirelength0p2_seed121.json,Case9_thermal100_wirelength0p2_seed121
Case9,49,121,100,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal100_wirelength2_seed121.json,Case9_thermal100_wirelength2_seed121
acend910,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0_wirelength0_seed121.json,acend910_thermal0_wirelength0_seed121
acend910,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0_wirelength0p02_seed121.json,acend910_thermal0_wirelength0p02_seed121
Case9,50,121,100,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t100-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal100_wirelength50_seed121.json,Case9_thermal100_wirelength50_seed121
acend910,6,121,0.01,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p01_wirelength0_seed121.json,acend910_thermal0p01_wirelength0_seed121
acend910,5,121,0,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0_wirelength50_seed121.json,acend910_thermal0_wirelength50_seed121
acend910,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p01_wirelength0p02_seed121.json,acend910_thermal0p01_wirelength0p02_seed121
acend910,9,121,0.01,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w2/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w2/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p01_wirelength2_seed121.json,acend910_thermal0p01_wirelength2_seed121
acend910,10,121,0.01,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p01-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p01_wirelength50_seed121.json,acend910_thermal0p01_wirelength50_seed121
acend910,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p03_wirelength0_seed121.json,acend910_thermal0p03_wirelength0_seed121
acend910,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p03_wirelength0p02_seed121.json,acend910_thermal0p03_wirelength0p02_seed121
acend910,14,121,0.03,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w2/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w2/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p03_wirelength2_seed121.json,acend910_thermal0p03_wirelength2_seed121
acend910,15,121,0.03,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p03-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p03_wirelength50_seed121.json,acend910_thermal0p03_wirelength50_seed121
acend910,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p1_wirelength0_seed121.json,acend910_thermal0p1_wirelength0_seed121
acend910,17,121,0.1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p1_wirelength0p02_seed121.json,acend910_thermal0p1_wirelength0p02_seed121
acend910,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w2/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w2/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p1_wirelength2_seed121.json,acend910_thermal0p1_wirelength2_seed121
acend910,20,121,0.1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p1-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p1_wirelength50_seed121.json,acend910_thermal0p1_wirelength50_seed121
acend910,21,121,0.3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p3_wirelength0_seed121.json,acend910_thermal0p3_wirelength0_seed121
acend910,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p3_wirelength0p02_seed121.json,acend910_thermal0p3_wirelength0p02_seed121
acend910,25,121,0.3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t0p3-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal0p3_wirelength50_seed121.json,acend910_thermal0p3_wirelength50_seed121
acend910,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal1_wirelength0_seed121.json,acend910_thermal1_wirelength0_seed121
acend910,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal1_wirelength0p02_seed121.json,acend910_thermal1_wirelength0p02_seed121
acend910,29,121,1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w2/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w2/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal1_wirelength2_seed121.json,acend910_thermal1_wirelength2_seed121
acend910,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w0/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w0/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal3_wirelength0_seed121.json,acend910_thermal3_wirelength0_seed121
acend910,30,121,1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t1-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal1_wirelength50_seed121.json,acend910_thermal1_wirelength50_seed121
acend910,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w0p02/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w0p02/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal3_wirelength0p02_seed121.json,acend910_thermal3_wirelength0p02_seed121
acend910,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w2/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w2/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal3_wirelength2_seed121.json,acend910_thermal3_wirelength2_seed121
acend910,35,121,3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w50/seed_121/legalized/05_acend910_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-acend910-t3-w50/seed_121/legalized/05_acend910_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/acend910_thermal3_wirelength50_seed121.json,acend910_thermal3_wirelength50_seed121
