seed	case	status	exit_code	wall_seconds	termination	completed_epochs	total_transitions	thermal_seconds	rl_seconds	total_seconds	best_reward	temperature	avg_wirelength	bbox_utilization	checkpoint	layout_json	run_dir
0	xerox7_m	ok	0	3702	time_limit	60	29358	442.1786592569988	3130.671994657001	3572.851341515998	26.592082036211565	78.99965254516279	13.064152343750004	0.6704002968868209	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_xerox7_m_seed0_xerox7_m/checkpoints/ppo_best.pt	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_xerox7_m_seed0_xerox7_m/results/top_layouts/layout_best_ep57_r26.59.json	/root/placement/flow_tap/baseline/RL/runs/rl_3cases_5seeds_1h_par3_20260918_120548_xerox7_m_seed0_xerox7_m
